country_party_election,d2v_d1,d2v_d2,country,party,election
Switzerland_43420_2015,4.1110506,0.62326217,Switzerland,43420,2015
Switzerland_43520_2015,6.8568597,0.9184643,Switzerland,43520,2015
Switzerland_43810_2015,6.0670295,0.84529084,Switzerland,43810,2015
Switzerland_43420_2019,6.335103,0.8572992,Switzerland,43420,2019
Switzerland_43711_2019,5.873733,0.7626367,Switzerland,43711,2019
United Kingdom_51421_1997,4.9606023,0.8149133,United Kingdom,51421,1997
United Kingdom_51902_1997,-1.1777258,0.7268285,United Kingdom,51902,1997
United Kingdom_51320_2001,2.7383585,0.61572677,United Kingdom,51320,2001
United Kingdom_51902_2001,2.8290405,0.57653743,United Kingdom,51902,2001
United Kingdom_51110_2015,-12.049705,2.0268884,United Kingdom,51110,2015
United Kingdom_51210_2015,4.995913,0.75813663,United Kingdom,51210,2015
United Kingdom_51320_2015,0.5553846,0.47386292,United Kingdom,51320,2015
United Kingdom_51340_2015,-2.142795,0.23529518,United Kingdom,51340,2015
United Kingdom_51421_2015,-8.259219,0.9882937,United Kingdom,51421,2015
United Kingdom_51620_2015,-5.5395393,0.48467183,United Kingdom,51620,2015
United Kingdom_51621_2015,-4.815677,0.39888576,United Kingdom,51621,2015
United Kingdom_51901_2015,-0.29182127,0.502799,United Kingdom,51901,2015
United Kingdom_51902_2015,-3.662236,0.4240081,United Kingdom,51902,2015
United Kingdom_51903_2015,-1.546882,0.441523,United Kingdom,51903,2015
United Kingdom_51951_2015,-6.786191,0.11347858,United Kingdom,51951,2015
United Kingdom_51110_2017,6.9221287,0.9309334,United Kingdom,51110,2017
United Kingdom_51210_2017,5.031178,0.85179687,United Kingdom,51210,2017
United Kingdom_51320_2017,1.5442948,0.62353444,United Kingdom,51320,2017
United Kingdom_51421_2017,3.7865565,0.7605832,United Kingdom,51421,2017
United Kingdom_51620_2017,1.0594299,0.76445144,United Kingdom,51620,2017
United Kingdom_51901_2017,3.9182844,0.55838734,United Kingdom,51901,2017
United Kingdom_51902_2017,5.3264456,0.83501685,United Kingdom,51902,2017
United Kingdom_51903_2017,1.8605512,0.49193567,United Kingdom,51903,2017
United Kingdom_51951_2017,6.0411124,0.8443925,United Kingdom,51951,2017
United Kingdom_51110_2019,2.8255725,0.52012706,United Kingdom,51110,2019
United Kingdom_51210_2019,6.9249697,0.93463075,United Kingdom,51210,2019
United Kingdom_51320_2019,3.3477952,0.6006003,United Kingdom,51320,2019
United Kingdom_51340_2019,5.115599,0.7446844,United Kingdom,51340,2019
United Kingdom_51421_2019,4.7566104,0.88997567,United Kingdom,51421,2019
United Kingdom_51430_2019,2.3234844,0.68382406,United Kingdom,51430,2019
United Kingdom_51620_2019,4.6238933,0.81702006,United Kingdom,51620,2019
United Kingdom_51901_2019,2.3822284,0.44598073,United Kingdom,51901,2019
United Kingdom_51902_2019,0.9011338,0.6664306,United Kingdom,51902,2019
United Kingdom_51903_2019,5.0195107,0.84759843,United Kingdom,51903,2019
Ireland_53110_2007,-7.641684,0.82530737,Ireland,53110,2007
Ireland_53320_2007,-11.140413,2.131209,Ireland,53320,2007
Ireland_53420_2007,-10.569181,2.0853097,Ireland,53420,2007
Ireland_53520_2007,-9.825152,1.7789836,Ireland,53520,2007
Ireland_53620_2007,-11.999022,2.0185614,Ireland,53620,2007
Ireland_53951_2007,-9.374081,0.7680422,Ireland,53951,2007
Ireland_53021_2011,5.74247,0.87250096,Ireland,53021,2011
Ireland_53110_2011,-3.3478348,0.08181865,Ireland,53110,2011
Ireland_53230_2011,6.557444,0.92740774,Ireland,53230,2011
Ireland_53320_2011,-10.205211,0.85533476,Ireland,53320,2011
Ireland_53520_2011,-8.153211,0.80736643,Ireland,53520,2011
Ireland_53620_2011,-1.7455434,0.9228199,Ireland,53620,2011
Ireland_53951_2011,2.8539565,0.90767276,Ireland,53951,2011
Ireland_53110_2016,3.7658224,0.7984712,Ireland,53110,2016
Ireland_53250_2016,6.346122,0.9130739,Ireland,53250,2016
Ireland_53320_2016,-3.10708,0.5488138,Ireland,53320,2016
Ireland_53321_2016,4.384686,0.8398028,Ireland,53321,2016
Ireland_53520_2016,-8.292687,1.4008205,Ireland,53520,2016
Ireland_53620_2016,3.8056734,0.7259528,Ireland,53620,2016
Ireland_53951_2016,3.9624903,0.59025735,Ireland,53951,2016
Ireland_53110_2020,1.2125597,0.583868,Ireland,53110,2020
Ireland_53320_2020,1.8034357,0.46486855,Ireland,53320,2020
Ireland_53321_2020,1.1635689,0.68688965,Ireland,53321,2020
Ireland_53520_2020,-4.735945,0.8481957,Ireland,53520,2020
Ireland_53620_2020,2.855772,0.746935,Ireland,53620,2020
Ireland_53951_2020,5.5817475,0.83345366,Ireland,53951,2020
Ireland_53952_2020,-0.19550262,0.60606676,Ireland,53952,2020
